station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
CYUL,2021-01-01 00:00:00,21.2,15.8,79.31,270.00,5.0,0.0,30.42,1030.6,15.0,M,BKN,M,M,M,3500.00,M,M,M,M,M,M,M,M,M,M,13.57,CYUL 010500Z 27005KT 15SM BKN035 M06/M09 A3042 RMK SC6 SLP306
CYUL,2021-01-01 01:00:00,23.0,17.6,79.47,280.00,2.0,0.0,30.45,1031.6,15.0,M,OVC,M,M,M,3300.00,M,M,M,M,M,M,M,M,M,M,M,CYUL 010600Z 28002KT 15SM OVC033 M05/M08 A3045 RMK SC8 SLP316
CYUL,2021-01-01 02:00:00,23.0,17.6,79.47,M,2.0,0.0,30.46,1031.8,15.0,M,OVC,M,M,M,3200.00,M,M,M,M,M,M,M,M,M,M,M,CYUL 010700Z VRB02KT 15SM OVC032 M05/M08 A3046 RMK SC8 SLP318
CYUL,2021-01-01 03:00:00,24.8,19.4,79.62,250.00,3.0,0.0,30.49,1032.8,15.0,M,OVC,M,M,M,3100.00,M,M,M,M,M,M,M,M,M,M,20.46,CYUL 010800Z 25003KT 15SM OVC031 M04/M07 A3049 RMK SC8 SLP328
CYUL,2021-01-01 04:00:00,24.8,17.6,73.7,320.00,2.0,0.0,30.49,1032.9,15.0,M,OVC,M,M,M,3100.00,M,M,M,M,M,M,M,M,M,M,M,CYUL 010900Z 32002KT 15SM OVC031 M04/M08 A3049 RMK SC8 SLP329
CYUL,2021-01-01 05:00:00,24.8,17.6,73.7,M,2.0,0.0,30.48,1032.4,15.0,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,M,CYUL 011000Z VRB02KT 15SM FEW030 M04/M08 A3048 RMK SC2 SLP324
CYUL,2021-01-01 06:00:00,19.4,17.6,92.57,200.00,2.0,0.0,30.48,1032.7,15.0,M,FEW,M,M,M,3200.00,M,M,M,M,M,M,M,M,M,M,M,CYUL 011100Z 20002KT 15SM FEW032 M07/M08 A3048 RMK SC2 SLP327
CYUL,2021-01-01 07:00:00,19.4,17.6,92.57,M,2.0,0.0,30.52,1033.9,15.0,M,BKN,M,M,M,3300.00,M,M,M,M,M,M,M,M,M,M,M,CYUL 011200Z VRB02KT 15SM BKN033 M07/M08 A3052 RMK SC7 SLP339
CYUL,2021-01-01 08:00:00,23.0,17.6,79.47,110.00,3.0,0.0,30.51,1033.7,15.0,M,FEW,SCT,M,M,3200.00,25000.00,M,M,M,M,M,M,M,M,M,18.40,CYUL 011300Z 11003KT 15SM FEW032 SCT250 M05/M08 A3051 RMK SC1CI3 SLP337
CYUL,2021-01-01 09:00:00,24.8,19.4,79.62,170.00,4.0,0.0,30.53,1034.2,15.0,M,FEW,FEW,M,M,3000.00,25000.00,M,M,M,M,M,M,M,M,M,19.01,CYUL 011400Z 17004KT 15SM FEW030 FEW250 M04/M07 A3053 RMK SC1CI1 SC TR CI TR SLP342
CYUL,2021-01-01 10:00:00,28.4,19.4,68.61,180.00,5.0,0.0,30.54,1034.5,30.0,M,SCT,M,M,M,3600.00,M,M,M,M,M,M,M,M,M,M,22.12,CYUL 011500Z 18005KT 30SM SCT036 M02/M07 A3054 RMK SC3 SLP345
CYUL,2021-01-01 11:00:00,28.4,19.4,68.61,160.00,4.0,0.0,30.51,1033.7,15.0,M,SCT,BKN,M,M,3100.00,4200.00,M,M,M,M,M,M,M,M,M,23.22,CYUL 011600Z 16004KT 15SM SCT031 BKN042 M02/M07 A3051 RMK SC4SC3 PRESFR SLP337
CYUL,2021-01-01 12:00:00,30.2,17.6,59.01,0.00,0.0,0.0,30.46,1031.8,15.0,M,OVC,M,M,M,3900.00,M,M,M,M,M,M,M,M,M,M,M,CYUL 011700Z 00000KT 15SM OVC039 M01/M08 A3046 RMK SC8 SLP318
CYUL,2021-01-01 13:00:00,30.2,19.4,63.75,170.00,3.0,0.0,30.44,1031.2,15.0,M,OVC,M,M,M,3700.00,M,M,M,M,M,M,M,M,M,M,26.63,CYUL 011800Z 17003KT 15SM OVC037 M01/M07 A3044 RMK SC8 SLP312
CYUL,2021-01-01 14:00:00,30.2,19.4,63.75,160.00,7.0,0.0,30.43,1030.7,15.0,M,OVC,M,M,M,3700.00,M,M,M,M,M,M,M,M,M,M,22.59,CYUL 011900Z 16007KT 15SM OVC037 M01/M07 A3043 RMK SC8 SLP307
CYUL,2021-01-01 15:00:00,30.2,19.4,63.75,140.00,6.0,0.0,30.42,1030.4,15.0,M,OVC,M,M,M,3600.00,M,M,M,M,M,M,M,M,M,M,23.36,CYUL 012000Z 14006KT 15SM OVC036 M01/M07 A3042 RMK SC8 SLP304
CYUL,2021-01-01 16:00:00,30.2,19.4,63.75,110.00,5.0,0.0,30.38,1029.0,15.0,M,OVC,M,M,M,3800.00,M,M,M,M,M,M,M,M,M,M,24.26,CYUL 012100Z 11005KT 15SM OVC038 M01/M07 A3038 RMK SC8 PRESFR SLP290
CYUL,2021-01-01 17:00:00,28.4,19.4,68.61,120.00,9.0,0.0,30.34,1027.7,15.0,M,OVC,M,M,M,3500.00,M,M,M,M,M,M,M,M,M,M,19.04,CYUL 012200Z 12009KT 15SM OVC035 M02/M07 A3034 RMK SC8 SLP277
CYUL,2021-01-01 18:00:00,28.4,19.4,68.61,130.00,9.0,0.0,30.33,1027.4,15.0,M,BKN,M,M,M,3800.00,M,M,M,M,M,M,M,M,M,M,19.04,CYUL 012300Z 13009KT 15SM BKN038 M02/M07 A3033 RMK SC7 SLP274
CYUL,2021-01-01 19:00:00,28.4,19.4,68.61,110.00,7.0,0.0,30.31,1026.6,15.0,M,BKN,M,M,M,3700.00,M,M,M,M,M,M,M,M,M,M,20.39,CYUL 020000Z 11007KT 15SM BKN037 M02/M07 A3031 RMK SC6 PRESFR SLP266
CYUL,2021-01-01 20:00:00,28.4,19.4,68.61,90.00,8.0,0.0,30.25,1024.6,15.0,M,SCT,BKN,M,M,11000.00,12000.00,M,M,M,M,M,M,M,M,M,19.68,CYUL 020100Z 09008KT 15SM SCT110 BKN120 M02/M07 A3025 RMK AC4AC3 PRESFR SLP246
CYUL,2021-01-01 21:00:00,28.4,17.6,63.51,80.00,7.0,0.0,30.2,1023.0,15.0,M,BKN,M,M,M,11000.00,M,M,M,M,M,M,M,M,M,M,20.39,CYUL 020200Z 08007KT 15SM BKN110 M02/M08 A3020 RMK AC7 SLP230
CYUL,2021-01-01 22:00:00,28.4,17.6,63.51,80.00,8.0,0.0,30.17,1022.0,15.0,M,OVC,M,M,M,10000.00,M,M,M,M,M,M,M,M,M,M,19.68,CYUL 020300Z 08008KT 15SM OVC100 M02/M08 A3017 RMK AS8 SLP220
CYUL,2021-01-01 23:00:00,28.4,17.6,63.51,70.00,7.0,0.0,30.13,1020.7,15.0,M,OVC,M,M,M,10000.00,M,M,M,M,M,M,M,M,M,M,20.39,CYUL 020400Z 07007KT 15SM OVC100 M02/M08 A3013 RMK AS8 SLP207
CYUL,2021-01-01 23:40:00,28.4,19.4,68.61,40.00,6.0,0.0,30.12,1020.4,15.0,M,OVC,M,M,M,7000.00,M,M,M,-SN,M,M,M,M,M,M,21.19,CYUL 020440Z 04006KT 15SM -SN OVC070 M02/M07 A3012 RMK AS8 SLP204
CYUL,2021-01-02 00:00:00,26.6,19.4,73.89,60.00,8.0,0.0,30.1,1019.7,5.0,M,OVC,M,M,M,3000.00,M,M,M,-SN,M,M,M,M,M,M,17.46,CYUL 020500Z 06008KT 5SM -SN OVC030 M03/M07 A3010 RMK NS8 PRESFR SLP197
CYUL,2021-01-02 00:08:00,26.6,19.4,73.89,60.00,8.0,0.0,30.09,1019.4,2.5,M,OVC,M,M,M,1700.00,M,M,M,-SN,M,M,M,M,M,M,17.46,CYUL 020508Z 06008KT 2 1/2SM -SN OVC017 M03/M07 A3009 RMK NS8 PRESFR SLP194
CYUL,2021-01-02 00:13:00,26.6,19.4,73.89,60.00,7.0,0.0,30.09,1019.4,0.62,M,OVC,M,M,M,1400.00,M,M,M,-SN,M,M,M,M,M,M,18.20,CYUL 020513Z 06007KT 5/8SM R06L/P6000FT/D R06R/P6000FT/D -SN OVC014 M03/M07 A3009 RMK SN4NS4 PRESFR SLP194
CYUL,2021-01-02 00:23:00,26.6,21.2,79.77,60.00,7.0,0.0,30.09,1019.4,1.0,M,OVC,M,M,M,2200.00,M,M,M,-SN,M,M,M,M,M,M,18.20,CYUL 020523Z 06007KT 1SM R06L/6000FT/U R06R/P6000FT/U -SN OVC022 M03/M06 A3009 RMK SN2NS6 SLP194
CYUL,2021-01-02 00:44:00,26.6,23.0,86.07,70.00,7.0,0.0,30.08,1019.0,1.75,M,OVC,M,M,M,2200.00,M,M,M,-SN,M,M,M,M,M,M,18.20,CYUL 020544Z 07007KT 1 3/4SM -SN OVC022 M03/M05 A3008 RMK NS8 SLP190
CYUL,2021-01-02 01:00:00,24.8,23.0,92.74,60.00,8.0,0.0,30.06,1018.2,0.75,M,OVC,M,M,M,1800.00,M,M,M,-SN,M,M,M,M,M,M,15.24,CYUL 020600Z 06008KT 3/4SM R06L/P6000FT/D R06R/P6000FT/D -SN OVC018 M04/M05 A3006 RMK SN3NS5 /S01/ PRESFR SLP182
CYUL,2021-01-02 01:27:00,24.8,23.0,92.74,40.00,10.0,0.0,30.02,1017.1,1.0,M,FEW,OVC,M,M,1200.00,1800.00,M,M,-SN,M,M,M,M,M,M,13.94,CYUL 020627Z 04010KT 1SM R06L/P6000FT/U R06R/P6000FT/U -SN FEW012 OVC018 M04/M05 A3002 RMK SF2NS6 PRESFR SLP171
CYUL,2021-01-02 02:00:00,24.8,23.0,92.74,40.00,11.0,0.0,30.0,1016.2,1.5,M,FEW,OVC,M,M,800.00,2500.00,M,M,-SN,M,M,M,M,M,M,13.37,CYUL 020700Z 04011KT 1 1/2SM -SN FEW008 OVC025 M04/M05 A3000 RMK SF1NS8 SF TR /S01/ SLP162
CYUL,2021-01-02 03:00:00,24.8,23.0,92.74,60.00,10.0,0.0,29.94,1014.1,0.75,M,BKN,OVC,M,M,900.00,1800.00,M,M,-SN,M,M,M,M,M,M,13.94,CYUL 020800Z 06010KT 3/4SM R06L/P6000FT/D R06R/P6000FT/D -SN BKN009 OVC018 M04/M05 A2994 RMK ST5NS3 PRESFR SLP141
CYUL,2021-01-02 03:18:00,24.8,23.0,92.74,50.00,10.0,0.0,29.91,1013.2,1.25,M,BKN,OVC,M,M,800.00,1800.00,M,M,-SN,M,M,M,M,M,M,13.94,CYUL 020818Z 05010KT 1 1/4SM -SN BKN008 OVC018 M04/M05 A2991 RMK ST5NS3 PRESFR SLP132
CYUL,2021-01-02 04:00:00,24.8,23.0,92.74,40.00,12.0,0.0,29.88,1012.2,2.0,M,SCT,OVC,M,M,800.00,1600.00,M,M,-SN,M,M,M,M,M,M,12.84,CYUL 020900Z 04012KT 2SM -SN SCT008 OVC016 M04/M05 A2988 RMK SF3NS5 /S02/ SLP122
CYUL,2021-01-02 04:39:00,26.6,23.0,86.07,50.00,11.0,0.0,29.83,1010.3,1.0,M,FEW,OVC,M,M,700.00,1700.00,M,M,-SN,M,M,M,M,M,M,15.64,CYUL 020939Z 05011KT 1SM R06L/P6000FT/D R06R/P6000FT/N -SN FEW007 OVC017 M03/M05 A2983 RMK SF2NS6 PRESFR SLP103
CYUL,2021-01-02 05:00:00,26.6,24.8,92.8,30.00,10.0,0.0,29.82,1010.2,0.75,M,SCT,OVC,M,M,700.00,1700.00,M,M,-SN,M,M,M,M,M,M,16.20,CYUL 021000Z 03010KT 3/4SM R06L/P6000FT/N R06R/P6000FT/U -SN SCT007 OVC017 M03/M04 A2982 RMK SN2SF1NS5 /S03/ SLP102
CYUL,2021-01-02 05:18:00,24.8,23.0,92.74,30.00,12.0,0.0,29.81,1009.7,0.62,M,OVC,M,M,M,1200.00,M,M,M,-SN,M,M,M,M,M,M,12.84,CYUL 021018Z 03012KT 5/8SM R06L/6000FT/D R06R/4500VP6000FT/D -SN OVC012 M04/M05 A2981 RMK SN4NS4 SLP097
CYUL,2021-01-02 06:00:00,24.8,23.0,92.74,30.00,16.0,0.0,29.77,1008.4,0.62,M,OVC,M,M,M,1300.00,M,M,M,-SN DRSN,M,M,M,M,M,M,11.03,CYUL 021100Z 03016KT 5/8SM R06L/P6000FT/U R06R/P6000FT/U -SN DRSN OVC013 M04/M05 A2977 RMK SN4NS4 /S04/ PRESFR SLP084
CYUL,2021-01-02 06:50:00,24.8,21.2,85.96,20.00,16.0,0.0,29.77,1008.4,0.5,M,OVC,M,M,M,900.00,M,M,M,SN DRSN,M,M,M,M,M,M,11.03,CYUL 021150Z 02016KT 1/2SM R06L/3500V4500FT/D R06R/3500V5000FT/D SN DRSN OVC009 M04/M06 A2977 RMK SN6NS2 SLP084
CYUL,2021-01-02 07:00:00,24.8,21.2,85.96,20.00,14.0,0.0,29.77,1008.4,0.5,21.00,OVC,M,M,M,800.00,M,M,M,SN DRSN,M,M,M,M,M,M,11.88,CYUL 021200Z 02014G21KT 1/2SM R06L/2800V3500FT/N R06R/3500V4000FT/N SN DRSN OVC008 M04/M06 A2977 RMK SN6NS2 /S07/ SLP084
CYUL,2021-01-02 07:30:00,23.0,21.2,92.69,20.00,17.0,0.0,29.76,1008.2,0.62,M,SCT,OVC,M,M,600.00,1700.00,M,M,-SN DRSN,M,M,M,M,M,M,8.28,CYUL 021230Z 02017KT 5/8SM R06L/6000FT/U R06R/6000FT/U -SN DRSN SCT006 OVC017 M05/M06 A2976 RMK SN2SF1NS5 SLP082
CYUL,2021-01-02 07:43:00,23.0,21.2,92.69,20.00,15.0,0.0,29.77,1008.3,0.75,M,OVC,M,M,M,2500.00,M,M,M,-SN DRSN,M,M,M,M,M,M,9.11,CYUL 021243Z 02015KT 3/4SM R06L/P6000FT/U R06R/P6000FT/U -SN DRSN OVC025 M05/M06 A2977 RMK SN1NS7 SLP083
CYUL,2021-01-02 08:00:00,23.0,21.2,92.69,20.00,17.0,0.0,29.76,1007.9,0.62,M,OVC,M,M,M,1500.00,M,M,M,-SN DRSN,M,M,M,M,M,M,8.28,CYUL 021300Z 02017KT 5/8SM R06L/5500VP6000FT/D R06R/P6000FT/D -SN DRSN OVC015 M05/M06 A2976 RMK SN4NS4 /S02/ SLP079
CYUL,2021-01-02 08:07:00,23.0,21.2,92.69,20.00,18.0,0.0,29.76,1007.9,0.5,M,OVC,M,M,M,1500.00,M,M,M,SN DRSN,M,M,M,M,M,M,7.90,CYUL 021307Z 02018KT 1/2SM R06L/5000VP6000FT/D R06R/6000FT/D SN DRSN OVC015 M05/M06 A2976 RMK SN6NS2 SLP079
CYUL,2021-01-02 08:22:00,23.0,21.2,92.69,20.00,15.0,0.0,29.76,1008.0,1.0,M,OVC,M,M,M,3000.00,M,M,M,-SN,M,M,M,M,M,M,9.11,CYUL 021322Z 02015KT 1SM R06L/P6000FT/U R06R/P6000FT/U -SN OVC030 M05/M06 A2976 RMK SN1NS7 SLP080
CYUL,2021-01-02 08:37:00,23.0,21.2,92.69,30.00,14.0,0.0,29.76,1008.0,1.5,M,OVC,M,M,M,3000.00,M,M,M,-SN DRSN,M,M,M,M,M,M,9.56,CYUL 021337Z 03014KT 1 1/2SM -SN DRSN OVC030 M05/M06 A2976 RMK NS8 SLP080
CYUL,2021-01-02 09:00:00,23.0,21.2,92.69,20.00,15.0,0.0,29.76,1008.1,0.75,M,OVC,M,M,M,2200.00,M,M,M,-SN DRSN,M,M,M,M,M,M,9.11,CYUL 021400Z CCA 02015KT 3/4SM R06L/6000FT/D R06R/6000FT/D -SN DRSN OVC022 M05/M06 A2976 RMK SN2NS6 /S03/ SLP081
CYUL,2021-01-02 09:15:00,23.0,21.2,92.69,360.00,14.0,0.0,29.78,1008.8,1.5,M,FEW,OVC,M,M,900.00,1700.00,M,M,-SN DRSN,M,M,M,M,M,M,9.56,CYUL 021415Z 36014KT 1 1/2SM R06R/5500VP6000FT/U -SN DRSN FEW009 OVC017 M05/M06 A2978 RMK SF2NS6 PRESRR SLP088
CYUL,2021-01-02 10:00:00,23.0,21.2,92.69,360.00,13.0,0.0,29.82,1010.2,1.5,19.00,OVC,M,M,M,8000.00,M,M,M,-SN DRSN,M,M,M,M,M,M,10.04,CYUL 021500Z 36013G19KT 1 1/2SM R06R/5500VP6000FT/D -SN DRSN OVC080 M05/M06 A2982 RMK SN3NS5 /S04/ PRESRR SLP102
CYUL,2021-01-02 10:42:00,24.8,21.2,85.96,360.00,14.0,0.0,29.83,1010.3,5.0,M,OVC,M,M,M,3000.00,M,M,M,-SN,M,M,M,M,M,M,11.88,CYUL 021542Z 36014KT 5SM -SN OVC030 M04/M06 A2983 RMK SC8 SLP103
CYUL,2021-01-02 11:00:00,24.8,21.2,85.96,360.00,13.0,0.0,29.83,1010.5,8.0,M,SCT,OVC,M,M,1000.00,2400.00,M,M,-SN,M,M,M,M,M,M,12.34,CYUL 021600Z 36013KT 8SM -SN SCT010 OVC024 M04/M06 A2983 RMK SC3SC5 SLP105
CYUL,2021-01-02 11:35:00,24.8,21.2,85.96,350.00,12.0,0.0,29.84,1011.0,15.0,17.00,OVC,M,M,M,4100.00,M,M,M,M,M,M,M,M,M,M,12.84,CYUL 021635Z 35012G17KT 15SM OVC041 M04/M06 A2984 RMK SC8 SLP110
CYUL,2021-01-02 12:00:00,26.6,21.2,79.77,360.00,9.0,0.0,29.85,1011.1,15.0,15.00,SCT,BKN,BKN,M,1700.00,3800.00,8200.00,M,M,M,M,M,M,M,M,16.80,CYUL 021700Z 36009G15KT 15SM SCT017 BKN038 BKN082 M03/M06 A2985 RMK SC4SC2AC1 SLP111
CYUL,2021-01-02 13:00:00,28.4,21.2,74.08,340.00,9.0,0.0,29.88,1012.2,15.0,M,BKN,BKN,M,M,1900.00,4200.00,M,M,M,M,M,M,M,M,M,19.04,CYUL 021800Z 34009KT 15SM BKN019 BKN042 M02/M06 A2988 RMK SC5SC2 SLP122
CYUL,2021-01-02 14:00:00,30.2,21.2,68.83,270.00,6.0,0.0,29.91,1013.3,30.0,M,FEW,M,M,M,2100.00,M,M,M,M,M,M,M,M,M,M,23.36,CYUL 021900Z 27006KT 30SM FEW021 M01/M06 A2991 RMK CU1 SLP133
CYUL,2021-01-02 15:00:00,30.2,23.0,74.26,250.00,9.0,0.0,29.95,1014.7,30.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,21.28,CYUL 022000Z 25009KT 30SM SKC M01/M05 A2995 RMK SLP147
CYUL,2021-01-02 16:00:00,30.2,23.0,74.26,260.00,8.0,0.0,29.99,1015.8,30.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,21.90,CYUL 022100Z 26008KT 30SM SKC M01/M05 A2999 RMK SLP158
CYUL,2021-01-02 17:00:00,26.6,21.2,79.77,240.00,7.0,0.0,30.02,1017.0,15.0,M,FEW,M,M,M,1200.00,M,M,M,M,M,M,M,M,M,M,18.20,CYUL 022200Z 24007KT 15SM FEW012 M03/M06 A3002 RMK SC2 SLP170
CYUL,2021-01-02 18:00:00,24.8,21.2,85.96,250.00,7.0,0.0,30.05,1018.0,15.0,M,SCT,M,M,M,3600.00,M,M,M,M,M,M,M,M,M,M,16.00,CYUL 022300Z 25007KT 15SM SCT036 M04/M06 A3005 RMK SC4 SLP180
CYUL,2021-01-02 19:00:00,26.6,23.0,86.07,260.00,7.0,0.0,30.09,1019.2,15.0,M,BKN,M,M,M,3100.00,M,M,M,M,M,M,M,M,M,M,18.20,CYUL 030000Z 26007KT 15SM BKN031 M03/M05 A3009 RMK SC7 SLP192
CYUL,2021-01-02 20:00:00,28.4,23.0,79.92,270.00,7.0,0.0,30.11,1020.0,15.0,M,BKN,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,20.39,CYUL 030100Z 27007KT 15SM BKN030 M02/M05 A3011 RMK SC7 SLP200
CYUL,2021-01-02 21:00:00,28.4,23.0,79.92,300.00,7.0,0.0,30.13,1020.5,20.0,M,BKN,M,M,M,2900.00,M,M,M,M,M,M,M,M,M,M,20.39,CYUL 030200Z 30007KT 20SM BKN029 M02/M05 A3013 RMK SC7 SLP205
CYUL,2021-01-02 22:00:00,28.4,23.0,79.92,300.00,5.0,0.0,30.14,1021.0,15.0,M,BKN,OVC,M,M,2800.00,3500.00,M,M,M,M,M,M,M,M,M,22.12,CYUL 030300Z 30005KT 15SM BKN028 OVC035 M02/M05 A3014 RMK SC7SC1 SLP210
CYUL,2021-01-02 23:00:00,28.4,21.2,74.08,330.00,3.0,0.0,30.15,1021.4,15.0,M,BKN,OVC,M,M,2200.00,2700.00,M,M,M,M,M,M,M,M,M,24.57,CYUL 030400Z 33003KT 15SM BKN022 OVC027 M02/M06 A3015 RMK SC6SC2 SLP214
CYUL,2021-01-03 00:00:00,28.4,21.2,74.08,0.00,0.0,0.0,30.15,1021.5,15.0,M,BKN,OVC,M,M,1900.00,2500.00,M,M,M,M,M,M,M,M,M,M,CYUL 030500Z 00000KT 15SM BKN019 OVC025 M02/M06 A3015 RMK SC7SC1 SLP215
CYUL,2021-01-03 01:00:00,28.4,21.2,74.08,130.00,2.0,0.0,30.15,1021.5,15.0,M,OVC,M,M,M,2500.00,M,M,M,M,M,M,M,M,M,M,M,CYUL 030600Z 13002KT 15SM OVC025 M02/M06 A3015 RMK SC8 SLP215
CYUL,2021-01-03 02:00:00,28.4,21.2,74.08,90.00,3.0,0.0,30.15,1021.5,15.0,M,FEW,OVC,M,M,2000.00,2500.00,M,M,M,M,M,M,M,M,M,24.57,CYUL 030700Z 09003KT 15SM FEW020 OVC025 M02/M06 A3015 RMK SC1SC8 SC TR SLP215
CYUL,2021-01-03 03:00:00,28.4,23.0,79.92,110.00,4.0,0.0,30.16,1021.6,15.0,M,FEW,OVC,M,M,2000.00,2500.00,M,M,M,M,M,M,M,M,M,23.22,CYUL 030800Z 11004KT 15SM FEW020 OVC025 M02/M05 A3016 RMK SC2SC6 SLP216
CYUL,2021-01-03 04:00:00,28.4,23.0,79.92,140.00,6.0,0.0,30.16,1021.6,15.0,M,OVC,M,M,M,2300.00,M,M,M,M,M,M,M,M,M,M,21.19,CYUL 030900Z 14006KT 15SM OVC023 M02/M05 A3016 RMK SC8 SLP216
CYUL,2021-01-03 05:00:00,28.4,23.0,79.92,130.00,5.0,0.0,30.16,1021.6,15.0,M,OVC,M,M,M,2300.00,M,M,M,M,M,M,M,M,M,M,22.12,CYUL 031000Z 13005KT 15SM OVC023 M02/M05 A3016 RMK SC8 SLP216
CYUL,2021-01-03 06:00:00,28.4,23.0,79.92,170.00,2.0,0.0,30.15,1021.4,15.0,M,OVC,M,M,M,2500.00,M,M,M,M,M,M,M,M,M,M,M,CYUL 031100Z 17002KT 15SM OVC025 M02/M05 A3015 RMK SC8 SLP214
CYUL,2021-01-03 07:00:00,26.6,23.0,86.07,100.00,3.0,0.0,30.13,1020.8,15.0,M,OVC,M,M,M,2500.00,M,M,M,M,M,M,M,M,M,M,22.52,CYUL 031200Z 10003KT 15SM OVC025 M03/M05 A3013 RMK SC8 SLP208
CYUL,2021-01-03 08:00:00,28.4,21.2,74.08,80.00,6.0,0.0,30.11,1020.0,15.0,M,FEW,OVC,M,M,1000.00,2400.00,M,M,M,M,M,M,M,M,M,21.19,CYUL 031300Z 08006KT 15SM FEW010 OVC024 M02/M06 A3011 RMK SF1SC8 SF TR SLP200
CYUL,2021-01-03 09:00:00,28.4,24.8,86.18,160.00,5.0,0.0,30.15,1021.4,15.0,M,OVC,M,M,M,2400.00,M,M,M,M,M,M,M,M,M,M,22.12,CYUL 031400Z 16005KT 15SM OVC024 M02/M04 A3015 RMK SC8 SLP214
CYUL,2021-01-03 10:00:00,28.4,23.0,79.92,90.00,6.0,0.0,30.14,1021.0,15.0,M,OVC,M,M,M,2300.00,M,M,M,M,M,M,M,M,M,M,21.19,CYUL 031500Z 09006KT 15SM OVC023 M02/M05 A3014 RMK SC8 SLP210
CYUL,2021-01-03 11:00:00,30.2,23.0,74.26,110.00,7.0,0.0,30.11,1020.0,15.0,M,OVC,M,M,M,2200.00,M,M,M,M,M,M,M,M,M,M,22.59,CYUL 031600Z 11007KT 15SM OVC022 M01/M05 A3011 RMK SC8 SLP200
CYUL,2021-01-03 12:00:00,30.2,23.0,74.26,130.00,9.0,0.0,30.07,1018.5,15.0,M,OVC,M,M,M,2200.00,M,M,M,M,M,M,M,M,M,M,21.28,CYUL 031700Z 13009KT 15SM OVC022 M01/M05 A3007 RMK SC8 SLP185
CYUL,2021-01-03 13:00:00,30.2,23.0,74.26,90.00,9.0,0.0,30.03,1017.2,15.0,M,OVC,M,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,21.28,CYUL 031800Z 09009KT 15SM OVC020 M01/M05 A3003 RMK SC8 SLP172
CYUL,2021-01-03 14:00:00,30.2,23.0,74.26,80.00,10.0,0.0,30.01,1016.6,15.0,M,OVC,M,M,M,1800.00,M,M,M,M,M,M,M,M,M,M,20.71,CYUL 031900Z 08010KT 15SM OVC018 M01/M05 A3001 RMK SC8 SLP166
CYUL,2021-01-03 15:00:00,30.2,23.0,74.26,80.00,7.0,0.0,29.99,1016.1,15.0,M,OVC,M,M,M,1800.00,M,M,M,M,M,M,M,M,M,M,22.59,CYUL 032000Z 08007KT 15SM OVC018 M01/M05 A2999 RMK SC8 SLP161
CYUL,2021-01-03 16:00:00,30.2,23.0,74.26,60.00,8.0,0.0,30.01,1016.5,15.0,M,OVC,M,M,M,1700.00,M,M,M,M,M,M,M,M,M,M,21.90,CYUL 032100Z 06008KT 15SM OVC017 M01/M05 A3001 RMK SC8 SLP165
CYUL,2021-01-03 17:00:00,26.6,23.0,86.07,20.00,8.0,0.0,30.02,1017.1,15.0,M,OVC,M,M,M,1800.00,M,M,M,M,M,M,M,M,M,M,17.46,CYUL 032200Z 02008KT 15SM OVC018 M03/M05 A3002 RMK SC8 SLP171
CYUL,2021-01-03 18:00:00,26.6,23.0,86.07,20.00,9.0,0.0,30.02,1017.0,15.0,M,BKN,OVC,M,M,1600.00,13000.00,M,M,M,M,M,M,M,M,M,16.80,CYUL 032300Z 02009KT 15SM BKN016 OVC130 M03/M05 A3002 RMK SC7AC1 SLP170
CYUL,2021-01-03 19:00:00,26.6,23.0,86.07,20.00,7.0,0.0,30.02,1017.0,15.0,M,OVC,M,M,M,11000.00,M,M,M,M,M,M,M,M,M,M,18.20,CYUL 040000Z 02007KT 15SM OVC110 M03/M05 A3002 RMK AC8 SLP170
CYUL,2021-01-03 20:00:00,26.6,23.0,86.07,20.00,7.0,0.0,30.03,1017.3,15.0,M,BKN,OVC,M,M,10000.00,12000.00,M,M,M,M,M,M,M,M,M,18.20,CYUL 040100Z 02007KT 15SM BKN100 OVC120 M03/M05 A3003 RMK AC6AC2 SLP173
CYUL,2021-01-03 21:00:00,26.6,23.0,86.07,20.00,5.0,0.0,30.02,1017.0,15.0,M,SCT,OVC,M,M,4100.00,9200.00,M,M,M,M,M,M,M,M,M,19.98,CYUL 040200Z 02005KT 15SM SCT041 OVC092 M03/M05 A3002 RMK SC4AC4 SLP170
CYUL,2021-01-03 22:00:00,26.6,23.0,86.07,20.00,5.0,0.0,30.0,1016.4,12.0,M,FEW,OVC,M,M,3500.00,9300.00,M,M,M,M,M,M,M,M,M,19.98,CYUL 040300Z 02005KT 12SM FEW035 OVC093 M03/M05 A3000 RMK SC1AC8 SC TR SLP164
