station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
CYUL,2021-02-25 13:00:00,23.0,14.0,67.96,260.00,20.0,0.0,30.08,1019.0,30.0,M,SCT,SCT,SCT,M,3000.00,4000.00,8000.00,M,DRSN,M,M,M,M,M,M,7.19,CYUL 251800Z 26020KT 30SM DRSN SCT030 SCT040 SCT080 M05/M10 A3008 RMK SC3SC1AC1 AC TR SLP190
CYUL,2021-02-25 14:00:00,23.0,12.2,62.78,260.00,20.0,0.0,30.09,1019.3,30.0,25.00,FEW,FEW,M,M,4000.00,24000.00,M,M,DRSN,M,M,M,M,M,M,7.19,CYUL 251900Z 26020G25KT 30SM DRSN FEW040 FEW240 M05/M11 A3009 RMK SC1CI1 CI TR SLP193
CYUL,2021-02-25 15:00:00,23.0,10.4,57.96,260.00,17.0,0.0,30.11,1020.1,30.0,23.00,FEW,FEW,M,M,3300.00,24000.00,M,M,M,M,M,M,M,M,M,8.28,CYUL 252000Z 26017G23KT 30SM FEW033 FEW240 M05/M12 A3011 RMK SC2CI1 CI TR SLP201
CYUL,2021-02-25 16:00:00,23.0,10.4,57.96,260.00,14.0,0.0,30.14,1020.9,30.0,20.00,FEW,FEW,M,M,3500.00,24000.00,M,M,DRSN,M,M,M,M,M,M,9.56,CYUL 252100Z 26014G20KT 30SM DRSN FEW035 FEW240 M05/M12 A3014 RMK SC1CI1 CI TR SLP209
CYUL,2021-02-25 17:00:00,21.2,10.4,62.53,260.00,11.0,0.0,30.15,1021.3,30.0,22.00,FEW,FEW,M,M,3500.00,25000.00,M,M,DRSN,M,M,M,M,M,M,8.82,CYUL 252200Z 26011G22KT 30SM DRSN FEW035 FEW250 M06/M12 A3015 RMK SC1CI1 SC TR CI TR SLP213
CYUL,2021-02-25 18:00:00,19.4,12.2,73.13,250.00,13.0,0.0,30.17,1021.9,15.0,19.00,FEW,M,M,M,24000.00,M,M,M,M,M,M,M,M,M,M,5.43,CYUL 252300Z 25013G19KT 15SM FEW240 M07/M11 A3017 RMK CI1 CI TR SLP219
CYUL,2021-02-25 19:00:00,17.6,12.2,79.0,250.00,12.0,0.0,30.19,1022.6,15.0,M,FEW,SCT,M,M,10000.00,25000.00,M,M,M,M,M,M,M,M,M,3.67,CYUL 260000Z 25012KT 15SM FEW100 SCT250 M08/M11 A3019 RMK AC1CI3 AC TR SLP226
CYUL,2021-02-25 20:00:00,17.6,10.4,72.93,250.00,8.0,0.0,30.2,1023.0,15.0,M,SCT,SCT,M,M,13000.00,24000.00,M,M,M,M,M,M,M,M,M,6.37,CYUL 260100Z 25008KT 15SM SCT130 SCT240 M08/M12 A3020 RMK AC3CI1 SLP230
CYUL,2021-02-25 21:00:00,17.6,10.4,72.93,270.00,8.0,0.0,30.21,1023.5,15.0,M,SCT,SCT,M,M,12000.00,24000.00,M,M,M,M,M,M,M,M,M,6.37,CYUL 260200Z 27008KT 15SM SCT120 SCT240 M08/M12 A3021 RMK AC3CI1 SLP235
CYUL,2021-02-25 22:00:00,17.6,8.6,67.28,320.00,5.0,0.0,30.22,1023.8,15.0,M,FEW,BKN,M,M,10000.00,11000.00,M,M,M,M,M,M,M,M,M,9.29,CYUL 260300Z 32005KT 15SM FEW100 BKN110 M08/M13 A3022 RMK AC1AC7 AC TR SLP238
CYUL,2021-02-25 23:00:00,17.6,8.6,67.28,230.00,6.0,0.0,30.24,1024.5,15.0,M,OVC,M,M,M,10000.00,M,M,M,M,M,M,M,M,M,M,8.19,CYUL 260400Z 23006KT 15SM OVC100 M08/M13 A3024 RMK AS8 SLP245
CYUL,2021-02-26 00:00:00,17.6,8.6,67.28,260.00,5.0,0.0,30.26,1025.0,15.0,M,OVC,M,M,M,9500.00,M,M,M,M,M,M,M,M,M,M,9.29,CYUL 260500Z 26005KT 15SM OVC095 M08/M13 A3026 RMK AC8 SLP250
CYUL,2021-02-26 01:00:00,17.6,8.6,67.28,270.00,7.0,0.0,30.29,1026.2,15.0,M,BKN,M,M,M,9000.00,M,M,M,M,M,M,M,M,M,M,7.23,CYUL 260600Z 27007KT 15SM BKN090 M08/M13 A3029 RMK AC7 SLP262
CYUL,2021-02-26 02:00:00,14.0,8.6,78.68,300.00,4.0,0.0,30.31,1026.8,15.0,M,FEW,M,M,M,8500.00,M,M,M,M,M,M,M,M,M,M,6.40,CYUL 260700Z 30004KT 15SM FEW085 M10/M13 A3031 RMK AC1 SLP268
CYUL,2021-02-26 03:00:00,14.0,6.8,72.53,310.00,3.0,0.0,30.32,1027.2,15.0,M,FEW,M,M,M,8500.00,M,M,M,M,M,M,M,M,M,M,8.11,CYUL 260800Z 31003KT 15SM FEW085 M10/M14 A3032 RMK AC1 AC TR SLP272
CYUL,2021-02-26 04:00:00,12.2,6.8,78.51,320.00,4.0,0.0,30.35,1028.2,15.0,M,FEW,M,M,M,8500.00,M,M,M,M,M,M,M,M,M,M,4.30,CYUL 260900Z 32004KT 15SM FEW085 M11/M14 A3035 RMK AC1 AC TR SLP282
CYUL,2021-02-26 05:00:00,8.6,5.0,84.93,260.00,4.0,0.0,30.37,1028.8,15.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0.09,CYUL 261000Z 26004KT 15SM SKC M13/M15 A3037 RMK SLP288
CYUL,2021-02-26 06:00:00,8.6,5.0,84.93,200.00,3.0,0.0,30.38,1029.1,15.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,1.94,CYUL 261100Z 20003KT 15SM SKC M13/M15 A3038 RMK SLP291
CYUL,2021-02-26 07:00:00,6.8,3.2,84.8,M,2.0,0.0,30.41,1030.2,30.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,CYUL 261200Z VRB02KT 30SM SKC M14/M16 A3041 RMK SLP302
CYUL,2021-02-26 08:00:00,12.2,6.8,78.51,0.00,0.0,0.0,30.45,1031.5,30.0,M,FEW,M,M,M,1000.00,M,M,M,M,M,M,M,M,M,M,M,CYUL 261300Z 00000KT 30SM FEW010 M11/M14 A3045 RMK CF1 CF TR SLP315
CYUL,2021-02-26 09:00:00,15.8,8.6,72.73,M,2.0,0.0,30.46,1032.0,30.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,CYUL 261400Z VRB02KT 30SM SKC M09/M13 A3046 RMK SLP320
CYUL,2021-02-26 10:00:00,19.4,10.4,67.51,200.00,5.0,0.0,30.46,1031.8,30.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,11.43,CYUL 261500Z 20005KT 30SM SKC M07/M12 A3046 RMK SLP318
CYUL,2021-02-26 11:00:00,21.2,10.4,62.53,180.00,5.0,0.0,30.45,1031.5,30.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,13.57,CYUL 261600Z 18005KT 170V230 30SM SKC M06/M12 A3045 RMK SLP315
CYUL,2021-02-26 12:00:00,23.0,10.4,57.96,200.00,5.0,0.0,30.42,1030.5,30.0,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,15.71,CYUL 261700Z 20005KT 150V220 30SM FEW250 M05/M12 A3042 RMK CI1 CI TR SLP305
CYUL,2021-02-26 13:00:00,24.8,6.8,45.71,160.00,6.0,0.0,30.39,1029.7,30.0,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,16.86,CYUL 261800Z 16006KT 120V180 30SM FEW250 M04/M14 A3039 RMK CI1 SLP297
CYUL,2021-02-26 14:00:00,24.8,10.4,53.75,160.00,6.0,0.0,30.42,1030.5,30.0,M,SCT,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,16.86,CYUL 261900Z 16006KT 30SM SCT250 M04/M12 A3042 RMK CI4 SLP305
CYUL,2021-02-26 15:00:00,26.6,12.2,54.03,170.00,4.0,0.0,30.43,1030.9,30.0,M,BKN,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,21.11,CYUL 262000Z 17004KT 30SM BKN250 M03/M11 A3043 RMK CI5 SLP309
CYUL,2021-02-26 16:00:00,26.6,10.4,49.88,150.00,6.0,0.0,30.45,1031.4,30.0,M,BKN,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,19.03,CYUL 262100Z 15006KT 30SM BKN250 M03/M12 A3045 RMK CI7 SLP314
CYUL,2021-02-26 17:00:00,26.6,12.2,54.03,130.00,5.0,0.0,30.44,1031.1,30.0,M,BKN,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,19.98,CYUL 262200Z 13005KT 30SM BKN250 M03/M11 A3044 RMK CI5 SLP311
CYUL,2021-02-26 18:00:00,26.6,10.4,49.88,130.00,5.0,0.0,30.42,1030.6,15.0,M,SCT,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,19.98,CYUL 262300Z 13005KT 15SM SCT250 M03/M12 A3042 RMK CI4 SLP306
CYUL,2021-02-26 19:00:00,24.8,12.2,58.22,110.00,7.0,0.0,30.37,1028.9,15.0,M,SCT,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,16.00,CYUL 270000Z 11007KT 15SM SCT250 M04/M11 A3037 RMK CI4 PRESFR SLP289
CYUL,2021-02-26 20:00:00,24.8,12.2,58.22,130.00,8.0,0.0,30.34,1027.7,15.0,M,SCT,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,15.24,CYUL 270100Z 13008KT 15SM SCT250 M04/M11 A3034 RMK CI3 SLP277
CYUL,2021-02-26 21:00:00,23.0,10.4,57.96,150.00,7.0,0.0,30.35,1028.0,15.0,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,13.81,CYUL 270200Z 15007KT 15SM FEW250 M05/M12 A3035 RMK CI2 SLP280
CYUL,2021-02-26 22:00:00,23.0,12.2,62.78,100.00,3.0,0.0,30.33,1027.5,15.0,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,18.40,CYUL 270300Z 10003KT 15SM FEW250 M05/M11 A3033 RMK CI1 PRESFR SLP275
CYUL,2021-02-26 23:00:00,24.8,14.0,63.03,170.00,5.0,0.0,30.32,1027.0,15.0,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,17.84,CYUL 270400Z 17005KT 15SM FEW250 M04/M10 A3032 RMK CI1 SLP270
CYUL,2021-02-27 00:00:00,21.2,12.2,67.73,M,2.0,0.0,30.3,1026.4,15.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,CYUL 270500Z VRB02KT 15SM SKC M06/M11 A3030 RMK SLP264
CYUL,2021-02-27 01:00:00,21.2,14.0,73.32,110.00,3.0,0.0,30.29,1026.0,15.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,16.34,CYUL 270600Z 11003KT 070V140 15SM SKC M06/M10 A3029 RMK SLP260
CYUL,2021-02-27 02:00:00,17.6,12.2,79.0,110.00,3.0,0.0,30.26,1025.2,15.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,12.23,CYUL 270700Z 11003KT 15SM SKC M08/M11 A3026 RMK SLP252
CYUL,2021-02-27 03:00:00,19.4,14.0,79.16,90.00,4.0,0.0,30.23,1024.0,15.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,12.71,CYUL 270800Z 09004KT 050V110 15SM SKC M07/M10 A3023 RMK SLP240
CYUL,2021-02-27 04:00:00,23.0,15.8,73.51,130.00,8.0,0.0,30.2,1022.9,15.0,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,13.03,CYUL 270900Z 13008KT 15SM FEW250 M05/M09 A3020 RMK CI1 CC ASOCTD SLP229
CYUL,2021-02-27 05:00:00,24.8,17.6,73.7,130.00,7.0,0.0,30.17,1022.0,15.0,M,FEW,FEW,M,M,16000.00,25000.00,M,M,M,M,M,M,M,M,M,16.00,CYUL 271000Z 13007KT 15SM FEW160 FEW250 M04/M08 A3017 RMK AC1CI1 AC TR CI TR SLP220
CYUL,2021-02-27 06:00:00,24.8,17.6,73.7,130.00,5.0,0.0,30.13,1020.8,15.0,M,BKN,M,M,M,22000.00,M,M,M,M,M,M,M,M,M,M,17.84,CYUL 271100Z 13005KT 15SM BKN220 M04/M08 A3013 RMK CI5 SLP208
CYUL,2021-02-27 07:00:00,17.6,12.2,79.0,30.00,6.0,0.0,30.11,1020.1,30.0,M,FEW,FEW,OVC,M,3000.00,16000.00,22000.00,M,M,M,M,M,M,M,M,8.19,CYUL 271200Z 03006KT 30SM FEW030 FEW160 OVC220 M08/M11 A3011 RMK CF1AC1CI7 CF TR SLP201
CYUL,2021-02-27 08:00:00,21.2,15.8,79.31,M,3.0,0.0,30.1,1019.5,30.0,M,BKN,OVC,M,M,4800.00,6700.00,M,M,M,M,M,M,M,M,M,16.34,CYUL 271300Z VRB03KT 30SM BKN048 OVC067 M06/M09 A3010 RMK SC5AC3 SLP195
CYUL,2021-02-27 09:00:00,19.4,14.0,79.16,360.00,6.0,0.0,30.06,1018.4,15.0,M,OVC,M,M,M,5000.00,M,M,M,M,M,M,M,M,M,M,10.36,CYUL 271400Z 36006KT 15SM OVC050 M07/M10 A3006 RMK SC8 SLP184
CYUL,2021-02-27 09:35:00,21.2,15.8,79.31,350.00,5.0,0.0,30.02,1017.1,15.0,M,OVC,M,M,M,4000.00,M,M,M,-SN,M,M,M,M,M,M,13.57,CYUL 271435Z 35005KT 15SM -SN OVC040 M06/M09 A3002 RMK SC8 PRESFR SLP171
CYUL,2021-02-27 10:00:00,32.0,28.4,86.39,130.00,14.0,0.0,30.0,1016.2,3.0,M,OVC,M,M,M,3200.00,M,M,M,-SN,M,M,M,M,M,M,21.16,CYUL 271500Z 13014KT 3SM -SN OVC032 00/M02 A3000 RMK SC8 SLP162
CYUL,2021-02-27 10:23:00,32.0,28.4,86.39,130.00,15.0,0.0,29.97,1015.4,1.5,M,OVC,M,M,M,2700.00,M,M,M,-SN,M,M,M,M,M,M,20.78,CYUL 271523Z 13015KT 1 1/2SM -SN OVC027 00/M02 A2997 RMK SN4NS4 PRESFR SLP154
CYUL,2021-02-27 10:50:00,32.0,30.2,92.97,130.00,12.0,0.0,29.96,1014.8,1.0,17.00,OVC,M,M,M,1400.00,M,M,M,-SN DRSN,M,M,M,M,M,M,22.00,CYUL 271550Z 13012G17KT 1SM R24R/5000V6000FT/N R24L/4500V5500FT/N -SN DRSN OVC014 M00/M01 A2996 RMK SN4NS4 SLP148
CYUL,2021-02-27 11:00:00,32.0,30.2,92.97,130.00,13.0,0.0,29.94,1014.3,0.5,M,OVC,M,M,M,900.00,M,M,M,SN DRSN,M,M,M,M,M,M,21.57,CYUL 271600Z 13013KT 1/2SM R24R/3500VP6000FT/D R24L/3500V5500FT/D SN DRSN OVC009 M00/M01 A2994 RMK SN5NS3 PRESFR SLP143
CYUL,2021-02-27 12:00:00,32.0,30.2,92.97,140.00,9.0,0.0,29.91,1013.2,0.5,M,VV ,M,M,M,500.00,M,M,M,SN DRSN,M,M,M,M,M,M,23.51,CYUL 271700Z 14009KT 1/2SM R24R/3000V4000FT/N R24L/3000V4000FT/N SN DRSN VV005 00/M01 A2991 RMK SN8 SLP132
CYUL,2021-02-27 13:00:00,32.0,32.0,100.0,140.00,12.0,0.0,29.84,1010.9,0.5,M,OVC,M,M,M,1900.00,M,M,M,SN DRSN,M,M,M,M,M,M,22.00,CYUL 271800Z 14012KT 1/2SM R24R/4500V6000FT/U R24L/4000VP6000FT/N SN DRSN OVC019 00/M00 A2984 RMK SN3NS5 PRESFR SLP109
CYUL,2021-02-27 13:36:00,33.8,32.0,93.03,160.00,9.0,0.0,29.82,1010.1,3.0,M,OVC,M,M,M,1300.00,M,M,M,-SN DRSN,M,M,M,M,M,M,25.75,CYUL 271836Z 16009KT 3SM -SN DRSN OVC013 01/00 A2982 RMK NS8 SLP101
CYUL,2021-02-27 13:51:00,33.8,32.0,93.03,160.00,11.0,0.0,29.82,1010.2,5.0,M,OVC,M,M,M,2100.00,M,M,M,-RASN,M,M,M,M,M,M,24.74,CYUL 271851Z 16011KT 5SM -RASN OVC021 01/00 A2982 RMK NS8 SLP102
CYUL,2021-02-27 14:00:00,33.8,32.0,93.03,160.00,9.0,0.0,29.81,1010.0,5.0,M,OVC,M,M,M,2400.00,M,M,M,-RASN,M,M,M,M,M,M,25.75,CYUL 271900Z 16009KT 5SM -RASN OVC024 01/00 A2981 RMK NS8 SLP100
CYUL,2021-02-27 14:42:00,35.6,33.8,93.08,170.00,7.0,0.0,29.81,1009.6,3.0,M,OVC,M,M,M,1200.00,M,M,M,-SNRA,M,M,M,M,M,M,29.17,CYUL 271942Z 17007KT 3SM -SNRA OVC012 02/01 A2981 RMK NS8 SLP096
CYUL,2021-02-27 15:00:00,35.6,33.8,93.08,190.00,8.0,0.0,29.8,1009.5,5.0,M,OVC,M,M,M,1000.00,M,M,M,-SNRA,M,M,M,M,M,M,28.55,CYUL 272000Z 19008KT 5SM -SNRA OVC010 02/01 A2980 RMK NS8 SLP095
CYUL,2021-02-27 16:00:00,35.6,35.6,100.0,220.00,13.0,0.0,29.82,1010.1,3.0,M,OVC,M,M,M,700.00,M,M,M,-SNRA,M,M,M,M,M,M,26.18,CYUL 272100Z 22013KT 3SM -SNRA OVC007 02/02 A2982 RMK ST8 SLP101
CYUL,2021-02-27 16:37:00,37.4,35.6,93.14,240.00,17.0,0.0,29.84,1010.8,5.0,25.00,OVC,M,M,M,1300.00,M,M,M,-RA,M,M,M,M,M,M,27.15,CYUL 272137Z 24017G25KT 5SM -RA OVC013 03/02 A2984 RMK ST8 SLP108
CYUL,2021-02-27 17:00:00,37.4,35.6,93.14,240.00,18.0,0.0,29.85,1011.2,10.0,23.00,OVC,M,M,M,4100.00,M,M,M,-RA,M,M,M,M,M,M,26.86,CYUL 272200Z 24018G23KT 10SM -RA OVC041 03/02 A2985 RMK SC8 SLP112
CYUL,2021-02-27 17:17:00,37.4,35.6,93.14,250.00,14.0,0.0,29.87,1011.7,10.0,20.00,OVC,M,M,M,4800.00,M,M,M,M,M,M,M,M,M,M,28.12,CYUL 272217Z 25014G20KT 10SM OVC048 03/02 A2987 RMK SC8 PRESRR SLP117
CYUL,2021-02-27 17:24:00,37.4,35.6,93.14,250.00,19.0,0.0,29.88,1012.0,6.0,M,OVC,M,M,M,1800.00,M,M,M,-RA,M,M,M,M,M,M,26.58,CYUL 272224Z 25019KT 6SM -RA OVC018 03/02 A2988 RMK SC8 PRESRR SLP120
CYUL,2021-02-27 17:55:00,37.4,33.8,86.69,270.00,20.0,0.0,29.91,1013.0,10.0,26.00,BKN,M,M,M,2900.00,M,M,M,M,M,M,M,M,M,M,26.31,CYUL 272255Z 27020G26KT 10SM BKN029 03/01 A2991 RMK SC7 PRESRR SLP130
CYUL,2021-02-27 18:00:00,37.4,32.0,80.65,270.00,21.0,0.0,29.91,1013.1,10.0,26.00,BKN,M,M,M,2800.00,M,M,M,M,M,M,M,M,M,M,26.06,CYUL 272300Z 27021G26KT 10SM BKN028 03/M00 A2991 RMK SC7 PRESRR SLP131
CYUL,2021-02-27 18:26:00,35.6,30.2,80.51,260.00,21.0,0.0,29.93,1013.8,15.0,28.00,BKN,M,M,M,3100.00,M,M,M,M,M,M,M,M,M,M,23.65,CYUL 272326Z 26021G28KT 15SM BKN031 02/M01 A2993 RMK SC7 SLP138
CYUL,2021-02-27 19:00:00,35.6,30.2,80.51,270.00,22.0,0.0,29.97,1015.2,15.0,30.00,BKN,M,M,M,2100.00,M,M,M,M,M,M,M,M,M,M,23.40,CYUL 280000Z 27022G30KT 15SM BKN021 02/M01 A2997 RMK SC7 SLP152
CYUL,2021-02-27 20:00:00,33.8,28.4,80.36,260.00,15.0,0.0,30.04,1017.6,15.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,23.11,CYUL 280100Z 26015KT 15SM SKC 01/M02 A3004 RMK PRESRR SLP176
CYUL,2021-02-27 21:00:00,32.0,28.4,86.39,260.00,12.0,0.0,30.1,1019.7,15.0,M,FEW,M,M,M,3700.00,M,M,M,M,M,M,M,M,M,M,22.00,CYUL 280200Z 26012KT 15SM FEW037 00/M02 A3010 RMK SC2 SLP197
CYUL,2021-02-27 22:00:00,33.8,28.4,80.36,230.00,7.0,0.0,30.14,1021.0,15.0,M,OVC,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,26.97,CYUL 280300Z 23007KT 15SM OVC030 01/M02 A3014 RMK SC8 SLP210
CYUL,2021-02-27 23:00:00,33.8,28.4,80.36,210.00,5.0,0.0,30.16,1021.7,15.0,M,OVC,M,M,M,3200.00,M,M,M,M,M,M,M,M,M,M,28.53,CYUL 280400Z 21005KT 15SM OVC032 01/M02 A3016 RMK SC8 SLP217
CYUL,2021-02-28 00:00:00,33.8,28.4,80.36,240.00,11.0,0.0,30.18,1022.4,15.0,M,BKN,M,M,M,2800.00,M,M,M,M,M,M,M,M,M,M,24.74,CYUL 280500Z 24011KT 15SM BKN028 01/M02 A3018 RMK SC5 SLP224
CYUL,2021-02-28 01:00:00,33.8,28.4,80.36,250.00,9.0,0.0,30.21,1023.3,15.0,M,BKN,M,M,M,3200.00,M,M,M,M,M,M,M,M,M,M,25.75,CYUL 280600Z 25009KT 15SM BKN032 01/M02 A3021 RMK SC7 SLP233
CYUL,2021-02-28 02:00:00,32.0,28.4,86.39,260.00,8.0,0.0,30.22,1023.8,15.0,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,24.11,CYUL 280700Z 26008KT 15SM FEW030 00/M02 A3022 RMK SC1 SC TR SLP238
CYUL,2021-02-28 03:00:00,32.0,26.6,80.22,280.00,7.0,0.0,30.23,1023.9,15.0,M,SCT,M,M,M,2800.00,M,M,M,M,M,M,M,M,M,M,24.78,CYUL 280800Z 28007KT 15SM SCT028 00/M03 A3023 RMK SC3 SLP239
CYUL,2021-02-28 04:00:00,28.4,24.8,86.18,250.00,5.0,0.0,30.24,1024.4,15.0,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,22.12,CYUL 280900Z 25005KT 15SM FEW030 M02/M04 A3024 RMK SC1 SC TR SLP244
CYUL,2021-02-28 05:00:00,30.2,26.6,86.28,140.00,4.0,0.0,30.28,1025.8,15.0,M,BKN,M,M,M,3500.00,M,M,M,M,M,M,M,M,M,M,25.32,CYUL 281000Z 14004KT 15SM BKN035 M01/M03 A3028 RMK SC6 PRESRR SLP258
CYUL,2021-02-28 06:00:00,24.8,23.0,92.74,0.00,0.0,0.0,30.28,1025.6,15.0,M,FEW,FEW,M,M,3500.00,25000.00,M,M,M,M,M,M,M,M,M,M,CYUL 281100Z 00000KT 15SM FEW035 FEW250 M04/M05 A3028 RMK SC1CI1 SLP256
CYUL,2021-02-28 07:00:00,23.0,21.2,92.69,0.00,0.0,0.0,30.29,1025.9,12.0,M,FEW,FEW,M,M,3500.00,25000.00,M,M,MIFG,M,M,M,M,M,M,M,CYUL 281200Z 00000KT 12SM MIFG FEW035 FEW250 M05/M06 A3029 RMK SC1CI1 SC TR SLP259
CYUL,2021-02-28 08:00:00,26.6,26.6,100.0,220.00,3.0,0.0,30.28,1025.7,15.0,M,BKN,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,22.52,CYUL 281300Z 22003KT 15SM R24R/2800VP6000FT/U BKN250 M03/M03 A3028 RMK CI5 SLP257
CYUL,2021-02-28 09:00:00,30.2,30.2,100.0,M,2.0,0.0,30.27,1025.3,15.0,M,BKN,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,M,CYUL 281400Z VRB02KT 15SM BKN250 M01/M01 A3027 RMK CI7 SLP253
CYUL,2021-02-28 10:00:00,33.8,30.2,86.49,180.00,3.0,0.0,30.27,1025.3,15.0,M,BKN,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,30.75,CYUL 281500Z 18003KT 15SM BKN250 01/M01 A3027 RMK CI7 SLP253
CYUL,2021-02-28 11:00:00,35.6,30.2,80.51,M,2.0,0.0,30.25,1024.6,30.0,M,SCT,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,M,CYUL 281600Z VRB02KT 30SM SCT250 02/M01 A3025 RMK CI3 SLP246
CYUL,2021-02-28 12:00:00,37.4,30.2,74.98,290.00,3.0,0.0,30.23,1023.8,30.0,M,SCT,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,34.86,CYUL 281700Z 29003KT 30SM SCT250 03/M01 A3023 RMK CI4 SLP238
CYUL,2021-02-28 13:00:00,39.2,28.4,64.93,130.00,8.0,0.0,30.2,1022.8,30.0,M,SCT,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,32.98,CYUL 281800Z 13008KT 30SM SCT250 04/M02 A3020 RMK CI3 SLP228
CYUL,2021-02-28 14:00:00,41.0,28.4,60.54,120.00,10.0,0.0,30.15,1021.2,30.0,M,BKN,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,34.25,CYUL 281900Z 12010KT 30SM BKN250 05/M02 A3015 RMK CI5 SLP212
CYUL,2021-02-28 15:00:00,41.0,28.4,60.54,110.00,11.0,0.0,30.1,1019.7,30.0,M,BKN,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,33.84,CYUL 282000Z 11011KT 30SM BKN250 05/M02 A3010 RMK CI5 SLP197
CYUL,2021-02-28 16:00:00,39.2,28.4,64.93,100.00,9.0,0.0,30.05,1018.0,30.0,15.00,BKN,BKN,M,M,13000.00,25000.00,M,M,M,M,M,M,M,M,M,32.47,CYUL 282100Z 10009G15KT 30SM BKN130 BKN250 04/M02 A3005 RMK AC5CI1 PRESFR SLP180
CYUL,2021-02-28 17:00:00,39.2,28.4,64.93,110.00,11.0,0.0,30.03,1017.2,30.0,16.00,SCT,BKN,M,M,12000.00,25000.00,M,M,M,M,M,M,M,M,M,31.57,CYUL 282200Z 11011G16KT 30SM SCT120 BKN250 04/M02 A3003 RMK AC4CI2 SLP172
CYUL,2021-02-28 18:00:00,39.2,28.4,64.93,110.00,10.0,0.0,29.99,1016.0,15.0,15.00,OVC,M,M,M,8000.00,M,M,M,M,M,M,M,M,M,M,32.00,CYUL 282300Z 11010G15KT 15SM OVC080 04/M02 A2999 RMK AS8 PRESFR SLP160
CYUL,2021-02-28 18:53:00,39.2,30.2,69.88,150.00,19.0,0.0,29.99,1015.8,6.0,31.00,OVC,M,M,M,1500.00,M,M,M,-RA BR,M,M,M,M,M,M,28.96,CYUL 282353Z 15019G31KT 6SM -RA BR OVC015 04/M01 A2999 RMK ST8 SLP158
CYUL,2021-02-28 19:00:00,37.4,32.0,80.65,140.00,14.0,0.0,29.98,1015.6,6.0,27.00,OVC,M,M,M,1400.00,M,M,M,-RA BR,M,M,M,M,M,M,28.12,CYUL 010000Z 14014G27KT 6SM -RA BR OVC014 03/00 A2998 RMK SC8 SLP156
CYUL,2021-02-28 19:14:00,35.6,32.0,86.59,110.00,8.0,0.0,29.97,1015.1,6.0,M,OVC,M,M,M,2600.00,M,M,M,-RA BR,M,M,M,M,M,M,28.55,CYUL 010014Z 11008KT 6SM -RA BR OVC026 02/M00 A2997 RMK ST8 PRESFR SLP151
CYUL,2021-02-28 20:00:00,35.6,32.0,86.59,70.00,7.0,0.0,29.91,1013.1,10.0,M,OVC,M,M,M,4100.00,M,M,M,-RA,M,M,M,M,M,M,29.17,CYUL 010100Z 07007KT 10SM -RA OVC041 02/00 A2991 RMK SC8 SLP131
